Title,Start,End,Duration,Created by,Description,Where,Calendar
Odin Zackman,11/06/2013 09:00,11/06/2013 11:30,02:30,Lisa Chacon,,,Conference Room
Cool as a Cucumber Public Speaking Workshop,11/06/2013 12:30,11/06/2013 13:30,01:00,Lisa Chacon,By Holley,,Conference Room
Cool as a Cucumber Public Speaking Workshop,11/06/2013 12:30,11/06/2013 13:30,01:00,Lisa Chacon,By Holley,,HUB Oakland Events
Francis Prevot,11/06/2013 13:30,11/06/2013 15:30,02:00,Lisa Chacon,,,Conference Room
NMO,11/06/2013 16:00,11/06/2013 17:30,01:30,Lisa Chacon,,,Conference Room
Wes Settle,11/07/2013 09:00,11/07/2013 11:00,02:00,Lisa Chacon,,,Conference Room
NWPC endorsement meeting,11/07/2013 18:00,11/07/2013 21:00,03:00,Lisa Chacon,Private At event,,HUB Oakland Events
Impact Hub Oakland Brand/Mktg Mtg,11/08/2013 09:30,11/08/2013 10:30,01:00,Lisa Chacon,weekly mtg on IHO Brand and marketing,Impact Hub Oakland Conf Room,Conference Room
SF Green Fest,11/09/2013 00:00,11/11/2013 00:00,48:00,Lisa Chacon,,,HUB Oakland Events
BALLEE conf committee mtg,11/11/2013 12:00,11/11/2013 13:00,01:00,Lisa Chacon,,,Conference Room
Konda,11/11/2013 13:00,11/11/2013 14:30,01:30,Lisa Chacon,,,Conference Room
Working Founders Meeting,11/11/2013 14:30,11/11/2013 16:00,01:30,Lisa Chacon,,,Conference Room
Gobee Group,11/12/2013 13:00,11/12/2013 14:00,01:00,Lisa Chacon,,,Conference Room
Hub Oak Staff Meeting,11/12/2013 15:00,11/12/2013 17:00,02:00,Lisa Chacon,,Hub Oak,Conference Room
FT Oakland Working Meeting,11/12/2013 18:00,11/12/2013 19:00,01:00,Lisa Chacon,,,HUB Oakland Events
staff review,11/13/2013 10:00,11/13/2013 11:00,01:00,Lisa Chacon,,,Conference Room
staff review,11/14/2013 14:00,11/14/2013 15:00,01:00,Lisa Chacon,,,Conference Room
Black Girls Code,11/14/2013 16:00,11/14/2013 19:00,03:00,Lisa Chacon,,,Conference Room
Campathos Youth Film Festival,11/15/2013 00:00,11/18/2013 00:00,72:00,Lisa Chacon,,New Parkway,HUB Oakland Events
Impact Hub Oakland Brand/Mktg Mtg,11/15/2013 09:30,11/15/2013 10:30,01:00,Lisa Chacon,weekly mtg on IHO Brand and marketing,Impact Hub Oakland Conf Room,Conference Room
staff review,11/15/2013 10:30,11/15/2013 11:30,01:00,Lisa Chacon,,,Conference Room
Sexy Salad,11/15/2013 12:00,11/15/2013 13:00,01:00,Lisa Chacon,,,HUB Oakland Events
Ashara Mtg,11/15/2013 13:00,11/15/2013 14:00,01:00,Lisa Chacon,,Iho,Conference Room
staff review,11/15/2013 14:00,11/15/2013 15:00,01:00,Lisa Chacon,,,Conference Room
The Future of Food Hackathon + Forum ,11/16/2013 09:00,11/17/2013 19:00,34:00,Lisa Chacon,http://futurefoodhack.eventbrite.com,,HUB Oakland Events
Adam Rosendahl,11/17/2013 17:00,11/17/2013 19:30,02:30,Lisa Chacon,,,Conference Room
staff review,11/18/2013 13:30,11/18/2013 14:30,01:00,Lisa Chacon,,,Conference Room
Staff Review mtg,11/18/2013 14:30,11/18/2013 15:30,01:00,Lisa Chacon,,,Conference Room
Joe Sadusky,11/18/2013 15:30,11/18/2013 17:00,01:30,Lisa Chacon,,,Conference Room
Big Hub Launch Marketing Strategy Campaign,11/19/2013 09:00,11/19/2013 10:30,01:30,Lisa Chacon,Meeting to brainstorm our campaign to launch the Big Hub. Need to develop a marketing campaign and special rates to reach a membership target of 300 members.,Popup conference Room,Conference Room
Hub Oak Staff Meeting,11/19/2013 15:00,11/19/2013 17:00,02:00,Lisa Chacon,,Hub Oak,Conference Room
BGC Online Interviews,11/20/2013 14:00,11/20/2013 15:00,01:00,Lisa Chacon,,IHO conf room,Conference Room
"Oakland Tech Ecomixer (kapor, OL, HO)",11/20/2013 18:00,11/20/2013 21:00,03:00,Lisa Chacon,,,HUB Oakland Events
phone interviews w/ bgc,11/21/2013 09:00,11/21/2013 10:00,01:00,Lisa Chacon,,,Conference Room
BGC,11/21/2013 10:30,11/21/2013 11:30,01:00,Lisa Chacon,,,Conference Room
bgc video shoot,11/21/2013 12:00,11/21/2013 14:00,02:00,Lisa Chacon,,,Conference Room
Race Forward Executive Team Retreat Day,11/22/2013 10:30,11/22/2013 17:00,06:30,Lisa Chacon,2 people. Will pay $80 day of.,,Conference Room
Ray Piferrer Power Hr,11/23/2013 13:00,11/23/2013 14:30,01:30,Lisa Chacon,,,HUB Oakland Events
KM Interview,11/25/2013 13:00,11/25/2013 14:45,01:45,Lisa Chacon,,,Conference Room
Working Founders Meeting,11/25/2013 14:30,11/25/2013 16:00,01:30,Lisa Chacon,,,Conference Room
Roberts Biz Tax Service - Ashara,11/26/2013 10:00,11/26/2013 11:00,01:00,Lisa Chacon,,,Conference Room
Brian Gadsden,11/26/2013 11:00,11/26/2013 12:30,01:30,Lisa Chacon,,,Conference Room
TED BYBB meetup w/ Erin,11/26/2013 12:00,11/26/2013 13:30,01:30,Lisa Chacon,,,HUB Oakland Events
Hub Oak Staff Meeting,11/26/2013 15:00,11/26/2013 17:00,02:00,Lisa Chacon,,Hub Oak,Conference Room
THANKSGIVING - CLOSED,11/28/2013 00:00,11/30/2013 00:00,48:00,Lisa Chacon,,,HUB Oakland Events
Clothing Swap,12/01/2013 14:00,12/01/2013 18:30,04:30,Lisa Chacon,By event,IHO,HUB Oakland Events
Black Girls Code,12/02/2013 10:00,12/02/2013 14:30,04:30,Lisa Chacon,,,Conference Room
Working Founders Meeting,12/02/2013 14:30,12/02/2013 16:00,01:30,Lisa Chacon,,,Conference Room
Kenneth Tyler,12/02/2013 16:00,12/02/2013 18:00,02:00,Lisa Chacon,,,Conference Room
Sagittarius New Moon Astrology Workshop & Meditation,12/02/2013 18:00,12/02/2013 20:00,02:00,Lisa Chacon,,,HUB Oakland Events
Black Girls Code,12/03/2013 10:00,12/03/2013 11:30,01:30,Lisa Chacon,,,Conference Room
David Jaber,12/03/2013 13:30,12/03/2013 15:00,01:30,Lisa Chacon,,,Conference Room
Hub Oak Staff Meeting,12/03/2013 15:00,12/03/2013 17:00,02:00,Lisa Chacon,,Hub Oak,Conference Room
Kimberly Bryant - BGC,12/03/2013 18:00,12/03/2013 19:00,01:00,Lisa Chacon,,,Conference Room
Pachamama speaker series (Van Jones),12/04/2013 16:30,12/04/2013 18:00,01:30,Lisa Chacon,,,Conference Room
B-Corp Workshop,12/04/2013 18:00,12/04/2013 20:00,02:00,Lisa Chacon,,,HUB Oakland Events
Make Paper/Youth Hub mtg,12/05/2013 10:00,12/05/2013 11:00,01:00,Lisa Chacon,,Iho,Conference Room
Jesse Posner,12/05/2013 15:00,12/05/2013 17:00,02:00,Lisa Chacon,,,Conference Room
Wine Down  With Van Jones @ AWAKEN CAFE,12/05/2013 17:00,12/05/2013 19:00,02:00,Lisa Chacon,,,HUB Oakland Events
IHO Brand Mtg re: Uptown Campaign,12/06/2013 10:00,12/06/2013 11:30,01:30,Lisa Chacon,,1423 broadway,Conference Room
Konda,12/06/2013 12:00,12/06/2013 14:00,02:00,Lisa Chacon,,impact hub oakland,Conference Room
Sexy Salad,12/06/2013 12:30,12/06/2013 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
Members Only Holiday Soiree,12/06/2013 18:00,12/06/2013 21:00,03:00,Lisa Chacon,,,HUB Oakland Events
CultureStr/ke,12/07/2013 17:30,12/07/2013 20:30,03:00,Lisa Chacon,,,HUB Oakland Events
Working Founders Meeting,12/09/2013 14:30,12/09/2013 16:00,01:30,Lisa Chacon,,,Conference Room
Konda/Pachamma mtg,12/09/2013 17:00,12/09/2013 19:00,02:00,Lisa Chacon,,,Conference Room
Reconstructive Narrative Creative Writing Workshop,12/09/2013 18:00,12/09/2013 21:00,03:00,Lisa Chacon,,,HUB Oakland Events
Hub Oak Staff Meeting,12/10/2013 15:00,12/10/2013 17:00,02:00,Lisa Chacon,,Hub Oak,Conference Room
FT OAK Working Meeting,12/10/2013 18:00,12/10/2013 19:00,01:00,Lisa Chacon,,,HUB Oakland Events
meet w/Revive & IHO,12/11/2013 09:30,12/11/2013 10:30,01:00,Lisa Chacon,,Impact Hub Oakland Uptown next door space - 2337 Broadway (where the wood is),Conference Room
Oratory Glory Cool as a Cucumber,12/11/2013 12:30,12/11/2013 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
OaklandLocal Community Voices Award event,12/11/2013 18:30,12/11/2013 20:00,01:30,Lisa Chacon,,tbd,HUB Oakland Events
Oakland Authors,12/12/2013 18:30,12/12/2013 21:30,03:00,Lisa Chacon,,,HUB Oakland Events
Sexy Salad,12/13/2013 12:30,12/13/2013 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
Kayla using Conference Room,12/13/2013 16:00,12/13/2013 17:00,01:00,Lisa Chacon,,,Conference Room
The WakeUp,12/13/2013 19:00,12/13/2013 23:00,04:00,Lisa Chacon,,Gen Up @ IHO,HUB Oakland Events
Late Nite ART!,12/14/2013 17:30,12/14/2013 22:30,05:00,Lisa Chacon,,,HUB Oakland Events
Gemini Full Moon Astrology Workshop and Meditation,12/16/2013 18:00,12/16/2013 20:00,02:00,Lisa Chacon,,,Conference Room
Gemini Full Moon Astrology Workshop and Meditation,12/16/2013 18:00,12/16/2013 20:00,02:00,Lisa Chacon,,,HUB Oakland Events
Tricia O'Keefe,12/17/2013 09:30,12/17/2013 11:30,02:00,Lisa Chacon,,,Conference Room
Hub Oak Staff Meeting,12/17/2013 15:00,12/17/2013 17:00,02:00,Lisa Chacon,,Hub Oak,Conference Room
Manuel Manga,12/18/2013 09:30,12/18/2013 11:30,02:00,Lisa Chacon,,,Conference Room
Envision HS students mtg w/ Calvin,12/19/2013 10:30,12/19/2013 11:30,01:00,Lisa Chacon,,IHO,Conference Room
CRP mtg w/Zakiya,12/19/2013 14:00,12/19/2013 16:00,02:00,Lisa Chacon,,,Conference Room
Sexy Salad,12/20/2013 12:30,12/20/2013 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
Vlad Moskovsky,12/20/2013 13:00,12/20/2013 16:00,03:00,Lisa Chacon,,,Conference Room
staff reveiws,12/20/2013 16:00,12/20/2013 18:00,02:00,Lisa Chacon,,,Conference Room
Working Founders Meeting,12/23/2013 14:30,12/23/2013 16:00,01:30,Lisa Chacon,,,Conference Room
IHO Staff Appreciation Dinner,12/23/2013 18:30,12/23/2013 21:00,02:30,Lisa Chacon,,,HUB Oakland Events
IHO Closed,12/24/2013 00:00,12/26/2013 00:00,48:00,Lisa Chacon,,,Conference Room
IHO Closed,12/24/2013 00:00,12/26/2013 00:00,48:00,Lisa Chacon,,,HUB Oakland Events
Sexy Salad,12/27/2013 12:30,12/27/2013 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
Mikayla,12/30/2013 12:00,12/30/2013 13:00,01:00,Lisa Chacon,,,Conference Room
Working Founders Meeting,12/30/2013 14:30,12/30/2013 16:00,01:30,Lisa Chacon,,,Conference Room
IHO Closes at 3pm,12/31/2013 00:00,01/01/2014 00:00,24:00,Lisa Chacon,,12noon,HUB Oakland Events
Hub Oak Staff Meeting,12/31/2013 13:00,12/31/2013 15:00,02:00,Lisa Chacon,,Hub Oak,Conference Room
IHO Closed,01/01/2014 00:00,01/02/2014 00:00,24:00,Lisa Chacon,,,HUB Oakland Events
PopUphood,01/02/2014 10:00,01/02/2014 14:00,04:00,Lisa Chacon,,,Conference Room
Intern Interviews Melanie Cleary,01/03/2014 09:00,01/03/2014 10:00,01:00,Lisa Chacon,konda and lisa,,Conference Room
Planner's Preview Party working meeting with Sharon ,01/03/2014 10:00,01/03/2014 12:00,02:00,Lisa Chacon,,,Conference Room
Sexy Salad,01/03/2014 12:30,01/03/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
Intern Interview Seungyeon Shin,01/03/2014 14:30,01/03/2014 15:30,01:00,Lisa Chacon,ashara & mikayla interview w/ Seungyeon Shin,"1423 Broadway, Oakland, CA, 94612",Conference Room
Founders,01/06/2014 09:00,01/06/2014 18:00,09:00,Lisa Chacon,,,Conference Room
Working Founders Meeting,01/06/2014 14:30,01/06/2014 16:00,01:30,Lisa Chacon,,,Conference Room
Founders,01/07/2014 09:00,01/07/2014 12:30,03:30,Lisa Chacon,,,Conference Room
The Procrastination Cure: 3 Steps to Getting More Things Done with Less Stress,01/07/2014 12:30,01/07/2014 14:00,01:30,Lisa Chacon,soul-powered coaching Ije Ude,,HUB Oakland Events
The Procrastination Cure: 3 Steps to Getting More Things Done with Less Stress,01/07/2014 12:30,01/07/2014 14:00,01:30,Lisa Chacon,soul-powered coaching Ije Ude,,Conference Room
Founders,01/07/2014 14:00,01/07/2014 15:00,01:00,Lisa Chacon,,,Conference Room
Hub Oak Staff Meeting,01/07/2014 15:00,01/07/2014 17:00,02:00,Lisa Chacon,,Hub Oak,Conference Room
Founders,01/07/2014 17:00,01/07/2014 18:00,01:00,Lisa Chacon,,,Conference Room
Safe Routes Partnership,01/08/2014 09:00,01/08/2014 12:00,03:00,Lisa Chacon,,,Conference Room
Founders,01/08/2014 09:00,01/08/2014 10:00,01:00,Lisa Chacon,,,Conference Room
Founders,01/08/2014 12:00,01/08/2014 15:00,03:00,Lisa Chacon,,,Conference Room
maiki,01/08/2014 15:00,01/08/2014 17:00,02:00,Lisa Chacon,,,Conference Room
Founders,01/08/2014 17:00,01/08/2014 18:00,01:00,Lisa Chacon,,,Conference Room
Internship Interview - Melanie,01/09/2014 09:00,01/09/2014 10:00,01:00,Lisa Chacon,,,Conference Room
Founders,01/09/2014 09:00,01/09/2014 18:00,09:00,Lisa Chacon,,,Conference Room
Founders,01/10/2014 09:00,01/10/2014 14:30,05:30,Lisa Chacon,,,Conference Room
Sexy Salad,01/10/2014 12:30,01/10/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
Sales training w/Ahmed & IHO staff,01/10/2014 14:30,01/10/2014 16:30,02:00,Lisa Chacon,,1423 Broadway,Conference Room
Founders,01/10/2014 16:30,01/10/2014 18:00,01:30,Lisa Chacon,,,Conference Room
Working Founders Meeting,01/13/2014 15:00,01/13/2014 16:30,01:30,Lisa Chacon,,,Conference Room
SOT Present IHO Brand Ideas,01/14/2014 12:30,01/14/2014 13:30,01:00,Lisa Chacon,SOT to present initial thinking re. ideas for Impact Hub Oakland launch.,Pop-up location - 12th Street,Conference Room
Founding Member Campaign Mtg,01/14/2014 14:00,01/14/2014 15:00,01:00,Lisa Chacon,,conf room,Conference Room
Hub Oak Staff Meeting,01/14/2014 15:00,01/14/2014 17:00,02:00,Lisa Chacon,,Hub Oak,Conference Room
Impact Hub Marketing Strategy Mtg,01/15/2014 12:00,01/15/2014 14:00,02:00,Lisa Chacon,,"1423 Broadway, Oakland, CA, United States",Conference Room
Pachamama Watch Party - Charles E.,01/15/2014 16:30,01/15/2014 18:00,01:30,Lisa Chacon,,conf room,HUB Oakland Events
Pachamama Watch Party - Charles E.,01/15/2014 16:30,01/15/2014 18:00,01:30,Lisa Chacon,,conf room,Conference Room
Sexy Salad,01/17/2014 12:30,01/17/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
HOLD - Pattern Dynamics Workshop,01/18/2014 08:30,01/18/2014 17:00,08:30,Lisa Chacon,Lisa and Nathan staffing starting set up at 7:30am clean up 5-6pm,,HUB Oakland Events
Working Founders Meeting,01/20/2014 14:30,01/20/2014 16:00,01:30,Lisa Chacon,,,Conference Room
MLK Movie Night,01/20/2014 18:00,01/20/2014 21:00,03:00,Lisa Chacon,,,HUB Oakland Events
TED BYBB,01/21/2014 12:00,01/21/2014 13:30,01:30,Lisa Chacon,,,HUB Oakland Events
Hub Oak Staff Meeting,01/21/2014 15:00,01/21/2014 17:00,02:00,Lisa Chacon,,Hub Oak,Conference Room
Sexy Salad,01/24/2014 12:30,01/24/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
Office member Mixer,01/24/2014 15:30,01/24/2014 18:30,03:00,Lisa Chacon,"hold time, more details to come",2323 Broadway,HUB Oakland Events
Paint Popup,01/25/2014 10:00,01/25/2014 18:00,08:00,Lisa Chacon,,,HUB Oakland Events
Paint PopUp,01/26/2014 10:00,01/26/2014 18:00,08:00,Lisa Chacon,10 am till complete,,HUB Oakland Events
James Page,01/27/2014 10:00,01/27/2014 12:00,02:00,Lisa Chacon,,,Conference Room
Working Founders Meeting,01/27/2014 14:30,01/27/2014 16:00,01:30,Lisa Chacon,,,Conference Room
HUB Oak Staff Meeting,01/28/2014 10:30,01/28/2014 12:30,02:00,Lisa Chacon,,,Conference Room
HOLD - Coffee Klatch,01/30/2014 12:00,01/30/2014 13:30,01:30,Lisa Chacon,,,HUB Oakland Events
Sexy Salad,01/31/2014 12:30,01/31/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
Wes Silke,01/31/2014 14:30,01/31/2014 16:00,01:30,Lisa Chacon,,,Conference Room
Danielle's Birthday,02/03/2014 00:00,02/04/2014 00:00,24:00,Lisa Chacon,,,HUB Oakland Events
Working Founders Meeting,02/03/2014 14:30,02/03/2014 16:00,01:30,Lisa Chacon,,,Conference Room
VIP Hubwarmer,02/03/2014 17:00,02/03/2014 21:00,04:00,Lisa Chacon,Event 5-9,,HUB Oakland Events
Movin' on Up,02/04/2014 17:00,02/04/2014 22:00,05:00,Lisa Chacon,,,HUB Oakland Events
The self-empowerment workshop,02/05/2014 12:30,02/05/2014 14:30,02:00,Lisa Chacon,Rachel A. Buddeberg,,HUB Oakland Events
Venture Design Workshop - SUW,02/05/2014 18:00,02/05/2014 21:00,03:00,Lisa Chacon,Event 7-9. Workshop set up one big table with chairs,,HUB Oakland Events
Check sound/light equipment and staging before rehearsal,02/06/2014 19:30,02/06/2014 20:20,00:50,Lisa Chacon,Check sound/light equipment and staging checklist TO BE ADDED,Impact Hub Oakland,HUB Oakland Events
Start-Up Weekend/Black Male Achievement,02/07/2014 00:00,02/10/2014 00:00,72:00,Lisa Chacon,,,HUB Oakland Events
Pachamama,02/07/2014 11:30,02/07/2014 13:00,01:30,Lisa Chacon,,,HUB Oakland Events
Sexy Salad,02/07/2014 12:30,02/07/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
StartUp Weekend Design Workshop,02/07/2014 15:00,02/07/2014 18:00,03:00,Lisa Chacon,event 5-6,main stage,HUB Oakland Events
Dinner and Hacking,02/07/2014 18:00,02/07/2014 21:30,03:30,Lisa Chacon,,,HUB Oakland Events
Start Up Weekend Doors Open,02/08/2014 07:00,02/08/2014 07:30,00:30,Lisa Chacon,,,HUB Oakland Events
Hack-a-thon,02/08/2014 07:30,02/08/2014 22:00,14:30,Lisa Chacon,,,HUB Oakland Events
Start Up Doors Open,02/09/2014 07:30,02/09/2014 08:00,00:30,Lisa Chacon,,,HUB Oakland Events
Hack-a-thon,02/09/2014 08:00,02/09/2014 16:00,08:00,Lisa Chacon,,,HUB Oakland Events
Pitches,02/09/2014 16:00,02/09/2014 21:00,05:00,Lisa Chacon,Theater style seating and powerpoint presentations,,HUB Oakland Events
Open House ,02/10/2014 00:00,03/01/2014 00:00,456:00,Lisa Chacon,,,HUB Oakland Events
HUB Oak Staff Meeting - UPTOWN,02/10/2014 10:00,02/10/2014 12:00,02:00,Tatiana Vekovishcheva,,,Conference Room
15x15 - Morgan Simon & Andrea Armeni,02/10/2014 12:30,02/10/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
Working Founders Meeting,02/10/2014 14:30,02/10/2014 16:00,01:30,Lisa Chacon,,,Conference Room
Konda - Uptown room,02/10/2014 18:00,02/10/2014 21:00,03:00,Tatiana Vekovishcheva,,,Conference Room
David Sloves - East Oak,02/11/2014 09:30,02/11/2014 12:30,03:00,Tatiana Vekovishcheva,,,Conference Room
15x15 - Susan Mernitt,02/11/2014 12:30,02/11/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
German TV shoot,02/11/2014 15:00,02/11/2014 17:00,02:00,Konda Mason,,,HUB Oakland Events
Higher Circle event,02/11/2014 17:00,02/11/2014 21:00,04:00,Lisa Chacon,mikayala and i decided to charge him $90/hr,main stage 2323,HUB Oakland Events
ED Mabry at Omi Arts,02/11/2014 19:00,02/11/2014 21:00,02:00,Ashara Ekundayo,,Omi Arts,HUB Oakland Events
 Workshop: Take Care of You and Sustain Your Organization - Vanissar,02/12/2014 12:00,02/12/2014 13:30,01:30,Lisa Chacon,,,HUB Oakland Events
15x15 - Saqib Keval,02/12/2014 12:30,02/12/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
TPA mtg w/Konda,02/12/2014 18:00,02/12/2014 21:00,03:00,Konda Mason,,,Conference Room
Women 2.0 Conf - SF,02/13/2014 00:00,02/15/2014 00:00,48:00,Lisa Chacon,,,HUB Oakland Events
15x15 - Councilperson Lynette McElhaney,02/13/2014 12:30,02/13/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
BALLE - East Oak,02/13/2014 14:00,02/13/2014 16:00,02:00,Tatiana Vekovishcheva,,,Conference Room
Event Planners Preview Party,02/13/2014 18:30,02/13/2014 20:30,02:00,Lisa Chacon,,,HUB Oakland Events
Wisdom 2.0,02/14/2014 00:00,02/18/2014 00:00,96:00,Lisa Chacon,,SF,HUB Oakland Events
Sexy Salad,02/14/2014 12:30,02/14/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
15x15 - Jakada Imani,02/14/2014 12:30,02/14/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
UPTOWN - New Member Orientation,02/14/2014 13:30,02/14/2014 14:30,01:00,Danielle DeRuiter-Williams,,Uptown Conference Room,Conference Room
HUB Oak Staff Meeting - UPTOWN,02/17/2014 10:00,02/17/2014 12:00,02:00,Tatiana Vekovishcheva,,,Conference Room
15x15 - Lisa Chacon,02/17/2014 12:30,02/17/2014 13:30,01:00,Lisa Chacon,,IHO,HUB Oakland Events
Working Founders Meeting,02/17/2014 14:30,02/17/2014 16:00,01:30,Lisa Chacon,,,Conference Room
BGC - Meridian room,02/17/2014 18:00,02/17/2014 19:30,01:30,Tatiana Vekovishcheva,,,Conference Room
West Oakland,02/18/2014 11:00,02/18/2014 14:00,03:00,Lisa Chacon,,,Conference Room
BALLE - UPTOWN,02/18/2014 12:00,02/18/2014 18:00,06:00,Tatiana Vekovishcheva,,,Conference Room
15x15 - Pandora Thomas & Kevin Tindall,02/18/2014 12:30,02/18/2014 13:30,01:00,Lisa Chacon,,,HUB Oakland Events
Allen Rogalsky - East Oak,02/18/2014 13:00,02/18/2014 16:30,03:30,Tatiana Vekovishcheva,,,Conference Room
BALLE - UPTOWN,02/19/2014 09:00,02/19/2014 18:00,09:00,Tatiana Vekovishcheva,,,Conference Room
